coin,symbol,current_price,1h,24h,7d,30d,24h_volume,circulating_supply,total_supply,market_cap,is_outlier
BombCrypto,BCOIN,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,74089573.0,100000000,129784.0,False
Inuko Finance,INUKO,0.02,0.001,0.005,0.01,-0.002,61.67,7610313.0,10000000,129656.0,False
Polkarare,PRARE,0.11,-0.019,-0.001,0.016,0.147,35167.0,49048817.0,100000000,129518.0,False
WolfSafePoorPeople,WSPP,0.11,-0.003,0.204,0.21600000000000003,0.465,3803.0,1.35423903317998e+16,327000000,129258.0,False
Catbonk,CABO,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,337523528042182.0,327000000,159998.0,False
SoMee.Social,SOMEE,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,110472493.0,111000000,125843.0,False
Chain of Legends,CLEG,0.11,0.001,-0.066,-0.096,0.133,4930.0,66508656.0,763000000,128787.0,False
AppleSwap AI,AP,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,96500000.0,96500000,159728.0,False
Asian Fintech,AFIN,0.11,-0.001,0.581,-0.21899999999999997,1.64,0.62,83120000.0,500000000,127248.0,False
BitTube,TUBE,0.11,0.004,-0.017,0.01,-0.408,472.0,348711135.0,34100000,127129.0,False
Flooring Protocol μCoolCats,ΜCOOL,0.11,-0.001,0.018000000000000002,0.052000000000000005,0.141,11356.0,71000000.0,71000000,126834.0,False
Ethermon,EMON,0.11,-0.002,0.012,-0.064,0.001,28793.0,147026673.0,400000000,126677.0,False
Türkiye Basketbol Federasyonu Fan Token,TBFT,0.01,0.003,0.091,0.07200000000000001,0.255,10027.0,9792022.0,10000000,126556.0,False
Flooring Protocol μMeebits,Μ⚇,0.11,-0.001,-0.015,-0.126,0.141,18721.0,52000000.0,52000000,126186.0,False
WagyuSwap,WAG,0.11,0.001,-0.02,0.474,1.745,45916.0,46778527.0,500000000,125990.0,False
PlayNity,PLY,0.11,0.002,-0.002,0.05,0.021,28.4,81987783.0,106000000,125950.0,False
HXAcoin,HXA,0.11,-0.018000000000000002,-0.013000000000000001,-0.085,-0.581,24625.0,293284486.0,44800000000,125424.0,False
Solberg,SLB,0.01,0.002,-0.001,-0.053,0.27899999999999997,1105.0,9361004.0,100000000,124941.0,False
Pineapple Owl,PINEOWL,0.11,-0.013000000000000001,-0.23199999999999998,-0.5660000000000001,-0.619,18192.0,1000000000.0,1000000000,124853.0,False
FarmerDoge,CROP,0.11,-0.001,0.08800000000000001,4.386,4.808,195.0,10000000000.0,10000000000,124762.0,False
Cryptonovae,YAE,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,81312702.0,100000000,124586.0,False
Element Black,ELT,0.11,-0.011000000000000001,-0.064,0.0,0.251,84824.0,1384760130.0,4000000000,124087.0,False
GrabCoinClub,GC,0.11,-0.003,-0.154,-0.08800000000000001,-0.6609999999999999,29880.0,662803366.0,6000000000,124123.0,False
Luna Inu,LINU,0.11,-0.001,0.047,-0.032,0.055,27646.0,749167374404513.0,327000000,123849.0,False
Energyfi,EFT,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,127769220.0,150000000,155091.0,False
Qbao,QBT,0.11,-0.016,-0.013999999999999999,-0.055999999999999994,0.004,39486.0,67444595.0,100000000,123076.0,False
AnchorSwap,ANCHOR,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,207685407.0,249000000,122677.0,False
Flooring Protocol μNakamigos,ΜNKMGS,0.11,-0.002,0.019,-0.078,0.141,11678.0,383000000.0,383000000,122769.0,False
DigitalNote,XDN,0.11,-0.036000000000000004,0.126,-0.41200000000000003,-0.45,3486.0,8161837298.0,7000000000,121950.0,False
Berry Data,BRY,0.02,-0.003,-0.094,-0.042,0.084,33075.0,6412985.0,10000000,121929.0,False
Masari,MSR,0.01,-0.047,-0.066,-0.166,0.125,178.0,17570546.0,18500000,121708.0,False
Soy Finance,SOY,0.11,0.006,0.026000000000000002,0.07,-0.012,900.0,134224906.0,212000000,121697.0,False
Heavenland HTO,HTO,0.11,0.004,-0.013000000000000001,0.11,0.358,4373.0,53742284.0,500000000,121493.0,False
Datamine FLUX,FLUX,0.05,0.003,0.021,0.12,0.33399999999999996,154.0,2248247.0,2250000,121350.0,False
CryptoTanks,TANK,0.11,0.002,-0.045,-0.09300000000000001,-0.12300000000000001,9181.0,86175000.0,100000000,121325.0,False
Relevant,REL,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,8940460.0,17300000,120690.0,False
Hamsters,HAMS,0.01,0.003,0.028999999999999998,0.053,0.25,1200.0,10000000.0,10000000,120014.0,False
Artem,ARTEM,0.11,0.0,-0.031,-0.048,0.289,25990.0,75478000.0,1000000000,119948.0,False
Blox SDK,BLOX,0.03,0.005,-0.055999999999999994,-0.395,0.8340000000000001,29.09,3999439.0,5000000,119740.0,False
Lunyr,LUN,0.04,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2703356.0,2700000,118976.0,False
Jigstack,STAK,0.11,-0.008,0.109,-0.35600000000000004,-0.371,357.0,1759068860.0,3000000000,118780.0,False
EnterDAO,ENTR,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,30631933.0,100000000,115713.0,False
Dragon Crypto Argenti,DCAR,0.11,-0.003,-0.006999999999999999,0.033,-0.124,365.0,31433842.0,15600000,117620.0,False
BoltBot,BOLT,0.12,-0.001,-0.02,-0.17800000000000002,-0.509,1629.0,1000000.0,1000000,117217.0,False
NoLimitCoin,NLC,0.11,-0.001,-0.092,0.044000000000000004,-0.368,199.0,446186195.0,327000000,116854.0,False
FINXFLO,FXF,0.11,-0.002,-0.025,0.004,0.11199999999999999,36364.0,96000000.0,150000000,116521.0,False
AstroTools,ASTRO,0.04,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2640303.0,5000000,116814.0,False
Flooring Protocol μMfers,ΜMFER,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,87000000.0,87000000,115033.0,False
Internxt,INXT,0.1,0.025,-0.106,-0.381,-0.521,320645.0,1119295.0,1120000,115838.0,False
Vader Protocol,VADER,0.11,0.012,-0.028999999999999998,-0.094,0.212,35732.0,6105564245.0,25000000000,115774.0,False
Structure Finance,STF,0.01,-0.035,0.040999999999999995,0.348,0.495,18863357.0,21718781.0,100000000,115452.0,False
Indexed Finance,NDX,0.03,0.006999999999999999,2.365,1.976,5.0969999999999995,20888.0,3446070.0,10000000,114415.0,False
EternalFlow,EFT,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,381900076516682.0,327000000,143174.0,False
Ternio,TERN,0.11,0.003,-0.07400000000000001,-0.048,-0.24600000000000002,59.81,432891691.0,1000000000,114266.0,False
Basis Cash,BAC,0.11,0.0,0.045,0.152,0.063,33273.0,54575250.0,54600000,114271.0,False
DOGECOLA,DOGECOLA,0.11,-0.015,-0.024,0.11199999999999999,0.408,52369.0,100000000.0,100000000,114234.0,False
Royale,ROYA,0.11,0.0,0.369,0.156,0.159,136.0,40465274.0,72000000,114079.0,False
CatoCoin,CATO,0.11,0.031,0.013999999999999999,0.011000000000000001,0.21899999999999997,46.4,82253535.0,144000000,113951.0,False
Safeswap SSGTX,SSGTX,0.11,-0.005,-0.004,-0.03,0.021,5.85,366153821.0,47300000,113728.0,False
Hermes DAO,HMX,0.11,-0.11599999999999999,-0.027999999999999997,-0.013999999999999999,0.341,350.0,62357187.0,100000000,113108.0,False
Orion Money,ORION,0.11,-0.095,0.17300000000000001,-0.012,0.06,40014.0,95025405.0,1000000000,112747.0,False
CNNS,CNNS,0.11,-0.013999999999999999,0.02,0.022000000000000002,0.006999999999999999,39610.0,1759209000.0,10000000000,112585.0,False
Channels,CAN,0.11,0.022000000000000002,-0.003,0.02,0.326,27093.0,746062615.0,1000000000,112252.0,False
Baked,BAKED,0.11,0.016,0.052000000000000005,0.05,0.083,44763.0,69803472.0,300000000,112304.0,False
MAXX Finance,MAXX,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,31706559561.0,99500000000,109936.0,False
GOLCOIN,GOLC,0.09,-0.004,0.184,0.247,0.8,64525.0,1187223.0,67400000,111505.0,False
Golden Inu,GOLDEN,0.11,-0.001,-0.09,0.016,-0.34,102.0,3.76557947148421e+16,327000000,111199.0,False
Cryptomeda,TECH,0.11,0.008,-0.05,0.18,0.081,841.0,281337609.0,998000000,110573.0,False
My Master War,MAT,0.11,0.003,-0.022000000000000002,0.065,0.282,36692.0,29567268.0,100000000,110511.0,False
Kollect,KOL,0.11,-0.002,-0.019,0.047,0.8290000000000001,26490.0,414725395.0,1000000000,110301.0,False
Polinate,POLI,0.11,-0.005,0.006,0.06,0.069,27134.0,232709253.0,500000000,110163.0,False
Float Protocol,BANK,0.82,0.008,-0.013999999999999999,-0.022000000000000002,0.268,62444.0,134313.0,327000000,109940.0,True
GOGOcoin,GOGO,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,18469097.0,100000000,108389.0,False
0x_nodes,BIOS,0.02,0.0,-0.011000000000000001,-0.019,0.141,43602.0,5182641.0,10000000,108053.0,False
PRivaCY Coin,PRCY,0.01,-0.001,-0.021,0.373,0.501,31738.0,14781722.0,60900000,108905.0,False
KuSwap,KUS,0.01,0.006999999999999999,0.025,0.187,0.42,297.0,12835778.0,5320000,108804.0,False
Wrapped Virgin Gen-0 CryptoKittties,WVG0,90.58,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1187.0,327000000,107522.0,True
Osean,OSEAN,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,683169000.0,980000000,135424.0,False
Drunk Robots,METAL,0.11,0.004,0.012,0.019,0.043,26541.0,222331652.0,2750000000,107928.0,False
Nsure Network,NSURE,0.11,0.053,-0.08800000000000001,-0.075,0.032,478709.0,23727236.0,58000000,106730.0,False
Value DeFi,VALUE,0.02,0.0,-0.005,0.051,0.069,22194.0,4906557.0,4910000,106671.0,False
Zeedex,ZDEX,0.02,0.0,-0.001,-0.655,-0.8270000000000001,2.87,6580650.0,10000000,106471.0,False
SWAPZ.app,SWAPZ,0.11,0.003,-0.059000000000000004,0.001,0.313,355.0,187513406.0,289000000,106395.0,False
Chronicum,CHRO,0.11,0.0,-0.062,0.127,1.272,53.26,124308093.0,300000000,104848.0,False
Zero,ZER,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,13103989.0,17000000,105101.0,False
DeVault,DVT,0.11,0.002,-0.015,0.262,0.184,29.82,577362096.0,2000000000,105244.0,False
NuriFootBall,NRFB,0.11,0.012,-0.23800000000000002,-0.17600000000000002,0.14300000000000002,213567.0,122574100.0,1000000000,104966.0,False
Zeepin,ZPT,0.11,0.009000000000000001,-0.049,0.009000000000000001,0.14400000000000002,46979.0,500000000.0,1000000000,104871.0,False
CryptoTask,CTASK,0.08,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1308146.0,15400000,104715.0,False
MotoGP Fan Token,MGPT,0.11,0.019,0.07400000000000001,0.20199999999999999,0.008,25442.0,21535975.0,21500000,104207.0,False
TERA,TERA,0.11,0.0,-0.21899999999999997,-0.429,1.7109999999999999,43602.0,739057567.0,1000000000,104101.0,False
X42 Protocol,X42,0.11,0.002,0.086,0.01,0.019,409.0,21910304.0,42000000,103842.0,False
Sator,SAO,0.11,0.012,0.262,0.41700000000000004,0.485,657158.0,55005195.0,500000000,103341.0,False
SportsIcon,$ICONS,0.01,-0.001,-0.027999999999999997,-0.066,0.0,39300.0,7878540.0,30000000,103222.0,False
ART CAN DIE,DIE,0.04,0.0,0.0,-0.013999999999999999,-0.01,23449.0,2749641.0,21000000,102952.0,False
UrDEX Finance,URD,0.01,0.001,-0.006,-0.038,-0.504,7.7,19838225.0,100000000,102528.0,False
Gapcoin,GAP,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,17634537.0,327000000,102864.0,False
Blocksport,BSPT,0.11,-0.004,0.0,-0.052000000000000005,-0.024,231900.0,93603393.0,1000000000,102478.0,False
Oh! Finance,OH,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,40866616.0,100000000,101284.0,False
OolongSwap,OLO,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2740247015.0,3820000000,100226.0,False
Hashgard,GARD,0.11,0.001,-0.028999999999999998,0.168,0.214,33016.0,10000000000.0,10000000000,101923.0,False
Dynamix,DYNA,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,528866594042176.0,327000000,126177.0,False
IHT Real Estate Protocol,IHT,0.11,-0.003,-0.004,-0.071,0.009000000000000001,36310.0,994999999.0,1000000000,100949.0,False
Cronosphere,SPHERE,0.13,0.0,-0.011000000000000001,-0.019,0.141,43602.0,778491.0,327000000,100593.0,False
The Corgi of PolkaBridge,CORGIB,0.11,0.152,0.045,0.21100000000000002,0.611,4547.0,30660065868717.0,327000000,100648.0,False
Spaceswap MILK2,MILK2,0.11,-0.002,0.07200000000000001,-0.444,-0.05,2508.0,22582180.0,22600000,100327.0,False
Argon,ARGON,0.11,0.005,-0.07,-0.105,-0.053,67741.0,68396812.0,100000000,100080.0,False
Yield Protocol,YIELD,0.11,0.002,-0.047,-0.07200000000000001,-0.081,62076.0,71448816.0,141000000,99632.87,False
DarkCrypto,DARK,0.11,-0.003,0.013000000000000001,-0.07400000000000001,1.19,33.03,53035053.0,54000000,99441.05,False
Dream,DREAM,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,890000000.0,1000000000,96755.21,False
Finance Vote,FVT,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,204714181.0,990000000,99111.49,False
Milky,MILKY,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2065673874.0,2069999999,99021.98,False
Snowswap,SNOW,0.28,0.01,-0.036000000000000004,-0.192,0.259,39306.0,349664.0,327000000,99060.15,False
Penguin Finance,PEFI,0.01,-0.002,-0.047,0.023,0.654,156.0,19158098.0,19200000,99028.7,False
Vulture Peak,VPK,0.03,0.006999999999999999,0.068,0.46,0.484,3105.0,3835937.0,30000000,99003.18,False
Lucretius,LUC,0.11,0.023,-0.157,0.039,-0.013000000000000001,10814.0,526528430.0,604000000,98759.85,False
Pine,PINE,0.01,-0.013000000000000001,0.022000000000000002,0.006,0.268,32800.0,13480860.0,198000000,98693.3,False
ZENZO,ZNZ,0.11,0.003,-0.095,0.009000000000000001,0.792,45.6,22573357.0,83000000,98593.21,False
Trava Capital,TOD,0.31,0.0,0.002,-0.002,-0.013000000000000001,144.0,317876.0,327000000,97423.51,True
Lunarium,XLN,0.11,-0.045,0.358,2.384,1.396,2801.0,51157606.0,51200000,97115.16,False
Lien,LIEN,0.27,-0.001,-0.005,-0.053,-0.047,39559.0,354874.0,1000000,96119.32,False
Snook,SNK,0.11,0.013000000000000001,0.01,-0.055,-0.446,24730.0,26027079.0,38500000,95710.08,False
Demeter,DEO,0.02,-0.12300000000000001,-0.018000000000000002,-0.23199999999999998,0.302,875.0,3503620.0,3500000,95571.63,False
Metacourt,BLS,0.11,-0.002,-0.075,-0.045,0.14300000000000002,2541.0,254629060.0,950000000,95419.11,False
Crown,CRW,0.11,0.001,0.996,-0.316,-0.184,569.0,32232626.0,42000000,95400.21,False
Base Velocimeter,BVM,0.05,0.001,0.009000000000000001,-0.193,-0.348,288.0,1915322.0,8840000,95191.36,False
Huckleberry,FINN,0.11,0.019,-0.10300000000000001,0.044000000000000004,0.23399999999999999,765.0,52799601.0,100000000,95118.8,False
Seba,SEBA,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,195000000.0,250000000,118690.0,False
Yieldwatch,WATCH,0.01,0.0,-0.08,-0.07400000000000001,0.01,370.0,9800000.0,20000000,94619.2,False
Unitrade,TRADE,0.11,-0.001,0.035,0.17,0.255,60.2,35782805.0,50000000,94495.75,False
ArGoApp,ARGO,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,17615769.0,65500000,94224.61,False
Flooring Protocol μLilPudgys,ΜLP,0.11,-0.001,0.018000000000000002,0.07400000000000001,0.141,9962.0,114000000.0,114000000,93517.02,False
Shack,SHACK,0.11,0.005,0.027999999999999997,-0.006999999999999999,0.22699999999999998,218.0,1020000002.0,1020000000,93468.4,False
TrustDAO,TRUST,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,24887137.0,58400000,98917.37,False
Okcash,OK,0.11,0.009000000000000001,-0.337,-0.601,-0.373,1085.0,88063695.0,105000000,93082.96,False
ShopNext Loyalty Token,NEXT,0.01,-0.009000000000000001,0.027000000000000003,0.011000000000000001,-0.049,17693.0,17787936.0,100000000,92523.9,False
Peachfolio,PCHF,0.11,-0.001,-0.105,-0.094,0.099,522.0,502772565.0,950000000,92237.18,False
Hamster Groomers,GROOMER,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,227153546286146.0,327000000,125763.0,False
reflect.finance,RFI,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,9394692.0,10000000,90352.09,False
NDB,NDB,0.11,-0.001,0.001,-0.001,-0.001,1082.0,18439999.0,327000000,91714.65,False
Bitindi Chain,BNI,0.11,-0.025,-0.295,-0.245,-0.369,56545.0,35000000.0,50000000,90907.42,False
Trinity Network Credit,TNC,0.11,-0.002,-0.001,-0.026000000000000002,0.308,48828.0,485996565.0,1000000000,90807.26,False
Omni Consumer Protocol,OCP,0.01,0.001,-0.013000000000000001,-0.019,-0.006999999999999999,1504.0,11901825.0,100000000,90655.89,False
Dapp.com,DAPPT,0.11,-0.015,-0.086,0.11900000000000001,0.34,26248.0,1454825315.0,5000000000,90544.5,False
RaceX,RACEX,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,742058500.0,1000000000,90423.46,False
INSF,INSF,12.4,0.0,-0.011000000000000001,-0.019,0.141,43602.0,10000.0,327000000,123954.0,True
Index Coop - MATIC 2x Flexible Leverage Index,MATIC2X-FLI-P,6.46,0.006,-0.037000000000000005,-0.201,0.345,326.0,13886.0,327000000,89753.06,True
COR Token,COR,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,191142650.0,500000000,90452.22,False
Virtual Ride Token,VRT,0.01,0.002,-0.005,0.011000000000000001,0.003,86331.0,16890410.0,327000000,89242.5,False
Microtick,TICK,0.22,0.0,-0.011000000000000001,-0.019,0.141,43602.0,402096.0,1390000,87053.71,False
Cryptostone,CPS,0.11,0.0,-0.033,-0.043,0.17300000000000001,2.64,9476512850.0,29000000000,89045.4,False
Meme Inu,MEME,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,769038459.0,769000000,86773.09,False
Statik,STATIK,1.25,0.0,0.0,0.0,0.0,43602.0,107285.0,327000000,134534.0,True
DackieSwap,DACKIE,0.11,0.005,-0.32899999999999996,0.145,-0.408,5054.0,102713767.0,955000000,88900.13,False
OnX Finance,ONX,0.01,0.006,-0.021,-0.028999999999999998,-0.037000000000000005,40434.0,9883242.0,9910000,88471.21,False
Dark Matter,DMT,8.7,0.0,-0.011000000000000001,-0.019,0.141,43602.0,10000.0,327000000,86953.54,True
President Ron DeSantis,RON,0.11,-0.011000000000000001,1.081,1.093,0.667,9912.0,982200000.0,1000000000,87923.01,False
Alpha Impact,FOLO,0.11,0.009000000000000001,0.037000000000000005,0.032,0.239,259.0,60860717.0,424000000,87720.69,False
One Cash,ONC,0.06,0.0,-0.047,0.003,0.01,37253.0,1531947.0,1530000,87244.97,False
Ref,REF,0.09,-0.006999999999999999,-0.016,-0.099,0.324,245.0,1005000.0,50000000,86757.67,False
Y Coin,YCO,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,14098141.0,15000000,85721.5,False
Sportium,SPRT,0.11,-0.001,0.001,-0.025,0.04,197218.0,202336830.0,1000000000,85554.68,False
TOR,TOR,0.01,-0.002,-0.8140000000000001,-0.545,-0.995,42453.0,17070482.0,17100000,85506.7,False
CrossSwap,CSWAP,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,20000000.0,20000000,105421.0,False
Freicoin,FRC,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,114195686.0,100000000,83264.51,False
Tesla TSL,TSL,0.11,0.035,0.062,0.079,0.11199999999999999,26616.0,582261000.0,1000000000,83969.68,False
Karma DAO,KARMA,0.01,-0.001,-0.027999999999999997,-0.139,-0.077,754.0,5620563.0,10000000,83299.73,False
BitWhite,BTW,0.11,0.006,0.068,0.040999999999999995,0.226,33182.0,64189329.0,327000000,83226.85,False
Meta BSC,META,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1000000000000.0,327000000,104055.0,False
Flooring Protocol μSappySeals,ΜSAPS,0.11,0.0,0.131,0.132,0.141,25526.0,102000000.0,102000000,82856.48,False
Strawberry Elephant,صباح الفر,0.09,0.0,-0.011000000000000001,-0.019,0.141,43602.0,936083.0,327000000,82012.46,False
dFund,DFND,0.11,0.004,0.004,0.10800000000000001,0.055999999999999994,50410.0,335202470.0,1000000000,81872.42,False
Aluna,ALN,0.11,-0.004,0.018000000000000002,0.24,0.47600000000000003,60165.0,35459664.0,99800000,81663.14,False
The ChampCoin,TCC,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,172359835.0,516000000,79879.18,False
Dawn Protocol,DAWN,0.11,0.003,-0.408,-0.6970000000000001,-0.742,81.86,74464266.0,76600000,81442.19,False
MUSK Gold,MUSK,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,34521000.0,690000000,81265.81,False
StrongHands Finance,ISHND,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,14511415.0,99300000,80832.2,False
Covenants,UNIFI,0.06,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1410618.0,1410000,78120.27,False
Snowball,SNOB,0.01,0.0,-0.11699999999999999,-0.363,1.037,383.0,5492417.0,17800000,80147.55,False
Aavegotchi KEK,KEK,0.11,0.006999999999999999,-0.034,-0.114,-0.084,231.0,18546431.0,2049999999,80164.83,False
Centaur,CNTR,0.11,0.006,0.026000000000000002,-0.16,0.24,195.0,1822579696.0,6000000000,80030.43,False
ODEM,ODE,0.11,0.0,-0.001,2.5380000000000003,0.496,3.06,221946101.0,397000000,79831.87,False
Playcent,PCNT,0.11,0.001,-0.017,0.031,0.18100000000000002,39492.0,27341255.0,60000000,79611.89,False
MetaGods,MGOD,0.01,0.002,-0.095,-0.359,5.586,23618.0,14130466.0,500000000,79438.36,False
PumaPay,PMA,0.11,0.001,-0.032,-0.815,-0.774,564.0,26476422231.0,78000000000,79357.94,False
Keysians Network,KEN,0.14,-0.026000000000000002,-0.011000000000000001,-0.086,-0.008,221906.0,556500.0,10000000,79331.76,False
Primas,PST,0.11,-0.001,0.008,-0.011000000000000001,-0.006999999999999999,39219.0,51199999.0,100000000,79328.59,False
Pepe Le Pew Coin,$PLPC,0.11,0.0,0.018000000000000002,-0.018000000000000002,0.10800000000000001,27.64,114278134379398.0,327000000,79328.13,False
FantomStarter,FS,0.11,0.005,0.075,-0.11199999999999999,-0.11199999999999999,189.0,67000000.0,1000000000,78625.87,False
Silver Stonks,SSTX,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,747566991914.0,327000000,77146.74,False
iDypius,IDYP,0.11,0.002,-0.14400000000000002,-0.146,0.493,71916.0,121515549.0,300000000,78322.07,False
FYDcoin,FYD,0.11,0.002,-0.001,-0.34700000000000003,-0.505,62.79,595546908.0,625000000,78213.99,False
Mochi Market,MOMA,0.11,0.011000000000000001,-0.046,-0.053,-0.038,22875.0,36973277.0,100000000,78147.22,False
JPEG (Ordinals),JPEG,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,21000000.0,21000000,107183.0,False
Auxilium,AUX,0.11,0.084,0.099,0.09,0.207,10672.0,141900578.0,300000000,77647.03,False
MemeDAO,MEMD,0.11,0.005,0.0,0.038,0.094,4438.0,420690000000000.0,327000000,77308.72,False
OpenAlexa Protocol,OAP,0.01,0.0,-0.006,-0.006,-0.002,0.04,13570688.0,10000000,77238.43,False
Comb Finance,COMB,0.74,0.004,-0.037000000000000005,-0.102,0.23199999999999998,143.0,106332.0,327000000,77031.26,True
KnoxFS,KFX,0.1,-0.006,1.598,-0.128,2.1790000000000003,0.1,786268.0,5000000,77366.6,False
Lunch Money,LMY,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,143011675.0,183000000,76044.9,False
Cross-Chain Bridge,BRIDGE,0.11,0.006,-0.149,0.077,1.361,222.0,54131177.0,54100000,76597.76,False
Swap,XWP,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,16941728.0,18400000,74117.23,False
SakeSwap,SAKE,0.11,0.002,-0.047,-0.107,-0.021,63291.0,73697604.0,136000000,75983.21,False
TryHards,TRY,0.11,0.006,-0.05,-0.21100000000000002,-0.764,486.0,154719550.0,200000000,74660.94,False
Ordinals Finance,OFI,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1000000000.0,1000000000,74303.48,False
Hempcoin,THC,0.11,-0.031,-0.467,-0.8740000000000001,-0.868,597.0,267603035.0,278000000,74145.51,False
UnitedCrowd,UCT,0.11,0.0,-0.031,-0.065,-0.20600000000000002,1.6,45689057.0,586000000,73231.55,False
MyBit,MYB,0.11,-0.008,-0.016,-0.099,0.262,131.0,179998249.0,180000000,73078.6,False
FlokiBonk,FLOBO,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1000000000000000.0,327000000,91480.51,False
Brick,BRICK,0.25,-0.001,-0.09300000000000001,-0.079,-0.036000000000000004,141.0,296544.0,1000000,72668.71,False
ARTX,ARTX,0.03,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2597617.0,10000000,71024.28,False
GamyFi,GFX,0.02,-0.001,-0.019,0.069,0.23600000000000002,588.0,3200000.0,10000000,72129.02,False
Hashtagger,MOOO,0.04,-0.008,-0.009000000000000001,-0.061,-0.083,26903.0,1986337.0,30000000,72052.19,False
Rare FND,FND,0.11,0.013000000000000001,0.032,0.062,0.065,109615.0,222797091.0,325000000,71071.08,False
Litecash,CASH,0.11,0.0,-0.03,-0.11800000000000001,-0.23399999999999999,13.54,300943500.0,723000000,71001.93,False
DefiDollar DAO,DFD,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,21867782.0,100000000,71584.2,False
Volta Protocol,VOLTA,0.11,0.0,0.0,-0.005,0.195,43602.0,13838650.0,100000000,68199.92,False
Skyrim Finance,SKYRIM,0.11,-0.002,0.01,-0.044000000000000004,-0.006999999999999999,37907.0,37633170.0,100000000,70562.7,False
Islander,ISA,0.11,-0.006,-0.06,0.036000000000000004,0.905,188.0,1999643333.0,15000000000,69369.64,False
Tweety,TWEETY,0.11,0.0,0.02,-0.034,0.12,12.16,112134890821.0,126000000000,68979.54,False
Fluffy Coin,FLUF,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,600000000.0,900000000,85712.91,False
APY.Finance,APY,0.11,-0.001,0.025,-0.344,-0.588,129.0,66469950.0,100000000,68418.58,False
CluCoin,CLU,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,296905990618046.0,327000000,66830.28,False
Genix,GENIX,0.11,0.001,0.002,0.07,0.09300000000000001,12.02,110268532.0,210000000,68176.09,False
MetaWars,WARS,0.11,0.002,-0.064,-0.306,0.701,10505.0,73654529.0,1500000000,67926.39,False
Atrofarm,ATROFA,0.01,0.011000000000000001,-0.14800000000000002,-0.389,-0.845,9607.0,4566880.0,4580000,67596.12,False
Mimas Finance,MIMAS,0.11,-0.002,-0.012,-0.268,0.187,87.31,122765938.0,1000000000,67505.32,False
Demole,DMLG,0.11,-0.111,0.222,0.07,0.08800000000000001,41768.0,317000000.0,500000000,67486.94,False
Sentinel Chain,SENC,0.11,-0.001,-0.003,-0.09,-0.022000000000000002,39347.0,309088617.0,500000000,67297.95,False
